Li,B,C,Mg,Al,Si,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Y,Zr,Nb,Mo,Sn,Hf,Ta,W,Phases,HV,Delta,Gamma,Enthalpy of Mixing,Electronegativity,VEC,Configurational Entropy,Weighted Melting Temperature,Yang Parameter,Asymmetry,e/a
0,0,0,0,0.166666667,0.166666667,0,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,BCC + Im,,6.611299925,1.265153516,-27.33333344,0.119082138,6.66666668,14.89751714,1411.553336,0.769340486,0.488823565,1.86166667
0,0,0,0,0.035087719,0,0,0.087719298,0,0.175438596,0,0.175438596,0.263157895,0.263157895,0,0,0,0,0,0,0,0,0,0,FCC,487,5.341798241,1.198043173,-12.40381651,0.125139503,7.912280698,13.67178163,1550.186665,1.708652619,0.233085005,1.127543858
0,0,0,0,0.032258065,0,0,0.161290323,0,0.161290323,0,0.161290323,0.241935484,0.241935484,0,0,0,0,0,0,0,0,0,0,FCC + Im,717,6.456058978,1.197007219,-16.96149853,0.139486292,7.596774205,13.97057413,1559.687745,1.2846585,0.262520352,1.12854839
0,0,0,0,0.090909091,0,0,0.181818182,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,BCC + Im,,7.044038511,1.196003144,-19.57024797,0.14199872,7.000000007,14.69798669,1526.029092,1.146104807,0.32745774,1.237272729
0,0,0,0,0.181818182,0,0,0.090909091,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,FCC,178,6.717619519,1.196184774,-17.91735541,0.133775438,6.909090916,14.69798669,1434.42182,1.176686644,0.367517745,1.407272729
0,0,0,0,0.181818182,0,0,0.090909091,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,BCC,178,6.717619519,1.196184774,-17.91735541,0.133775438,6.909090916,14.69798669,1434.42182,1.176686644,0.367517745,1.407272729
0,0,0,0,0.166666667,0,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,BCC,,7.220787893,1.195289621,-21.55555564,0.141352593,6.66666668,14.89751714,1453.88667,1.004812956,0.379079808,1.385000003
0,0,0,0,0.166666667,0,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,BCC + Im,,7.220787893,1.195289621,-21.55555564,0.141352593,6.66666668,14.89751714,1453.88667,1.004812956,0.379079808,1.385000003
0,0,0,0,0.153846154,0,0,0.230769231,0,0.153846154,0,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,BCC + Im,,7.498181256,1.194539778,-23.90532549,0.145728125,6.461538468,14.78505435,1470.356925,0.909391803,0.387208549,1.366153848
0,0,0,0,0.230769231,0,0,0.153846154,0,0.153846154,0,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,BCC,,7.291623003,1.194690706,-22.72189354,0.140046484,6.384615391,14.78505435,1392.843078,0.906317979,0.418899893,1.510000002
0,0,0,0,0.285714286,0,0,0.142857143,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,BCC,643,7.298999658,1.194180837,-23.34693882,0.138357715,6.142857149,14.53258396,1340.520001,0.83442286,0.450772218,1.617142859
0,0,0,0,0.125,0,0,0.125,0.125,0.125,0,0.125,0.125,0.125,0,0,0,0.125,0,0,0,0,0,0,Unknown,780,9.337888365,1.324070748,-26.75,0.181998455,6.125,17.28943896,1561.04,1.008953488,0.444541548,1.3375
0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,FCC,176,3.269463577,1.095797815,-4.16,0.138361844,8,13.38161136,1528.2,4.915812134,0.137723572,1.042
0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,FCC,144,3.269463577,1.095797815,-4.16,0.138361844,8,13.38161136,1528.2,4.915812134,0.137723572,1.042
0,0,0,0,0,0,0,0,0.047619048,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0,0,0,0,0,0,0,0,0,0,FCC,151,3.287511249,1.09572337,-5.297052144,0.138098522,7.85714284,14.33614643,1546.380949,4.185185103,0.164303501,1.035238093
0,0,0,0,0,0,0,0,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,FCC,186,3.295001534,1.095655813,-6.214876045,0.137594445,7.727272735,14.69798669,1562.909092,3.696230925,0.184720889,1.02909091
0,0,0,0,0,0,0,0,0.130434783,0.173913043,0.173913043,0.173913043,0.173913043,0.173913043,0,0,0,0,0,0,0,0,0,0,FCC + Im,342,3.294550411,1.095594231,-6.956521723,0.136911656,7.608695635,14.8556466,1577.999997,3.369817737,0.20113378,1.023478259
0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,FCC + Im,650,3.288078434,1.095537865,-7.555555586,0.136096371,7.500000015,14.89751714,1591.833337,3.138665866,0.214681461,1.018333335
0,0,0,0,0.019607843,0,0,0,0,0.196078431,0.196078431,0.196078431,0.196078431,0.196078431,0,0,0,0,0,0,0,0,0,0,FCC,180,3.694934361,1.170305983,-5.244136844,0.138695521,7.901960769,13.92164696,1511.182742,4.011747452,0.16810457,1.080588233
0,0,0,0,0.038461538,0,0,0,0,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0,0,0,0,0,FCC,171,4.04378633,1.170125328,-6.242603505,0.138952122,7.807692294,14.22238786,1494.819997,3.405615903,0.193172401,1.117692305
0,0,0,0,0.07063197,0,0,0,0,0.185873606,0.185873606,0.185873606,0.185873606,0.185873606,0,0,0,0,0,0,0,0,0,0,FCC,182,4.541597745,1.16981813,-7.846768274,0.13924551,7.64684015,14.55887963,1466.899926,2.721683463,0.230317357,1.181003717
0,0,0,0,0.079189687,0,0,0,0,0.184162063,0.184162063,0.184162063,0.184162063,0.184162063,0,0,0,0,0,0,0,0,0,0,FCC + BCC,183,4.657620599,1.169736636,-8.252359712,0.139293007,7.604051581,14.62325121,1459.472858,2.586198248,0.239351989,1.197845306
0,0,0,0,0.089253188,0,0,0,0,0.182149362,0.182149362,0.182149362,0.182149362,0.182149362,0,0,0,0,0,0,0,0,0,0,FCC + BCC,220,4.786606602,1.169640922,-8.717953813,0.139332476,7.553734044,14.68830477,1450.73894,2.444254253,0.249621306,1.217650272
0,0,0,0,0.100719424,0,0,0,0,0.179856115,0.179856115,0.179856115,0.179856115,0.179856115,0,0,0,0,0,0,0,0,0,0,FCC + BCC,278,4.924556931,1.169532024,-9.233476494,0.139355879,7.496402872,14.74983251,1440.787625,2.301557399,0.260908995,1.240215825
0,0,0,0,0.110320285,0,0,0,0,0.177935943,0.177935943,0.177935943,0.177935943,0.177935943,0,0,0,0,0,0,0,0,0,0,FCC + BCC,405,5.033258999,1.169440971,-9.652866618,0.139357813,7.448398575,14.79200028,1432.455231,2.195086602,0.270060089,1.259110321
0,0,0,0,0.11971831,0,0,0,0,0.176056338,0.176056338,0.176056338,0.176056338,0.176056338,0,0,0,0,0,0,0,0,0,0,FCC + BCC,486,5.134086633,1.169351955,-10.05256894,0.139344115,7.40140845,14.82570199,1424.298873,2.100580534,0.278780162,1.277605634
0,0,0,0,0.130434783,0,0,0,0,0.173913043,0.173913043,0.173913043,0.173913043,0.173913043,0,0,0,0,0,0,0,0,0,0,FCC + BCC,530,5.242763227,1.169250588,-10.49527409,0.139309667,7.347826069,14.8556466,1414.998257,2.002874234,0.288463661,1.298695651
0,0,0,0,0.139414802,0,0,0,0,0.17211704,0.17211704,0.17211704,0.17211704,0.17211704,0,0,0,0,0,0,0,0,0,0,FCC + BCC,539,5.328972902,1.169165758,-10.85551948,0.139265342,7.302926006,14.87422611,1407.204685,1.928150993,0.296383395,1.316368332
0,0,0,0,0.149659864,0,0,0,0,0.170068027,0.170068027,0.170068027,0.170068027,0.170068027,0,0,0,0,0,0,0,0,0,0,FCC + BCC,533,5.422230535,1.169069102,-11.25456984,0.139197537,7.251700672,14.88861082,1398.313196,1.849821118,0.305220335,1.336530611
0,0,0,0,0.159663866,0,0,0,0,0.168067227,0.168067227,0.168067227,0.168067227,0.168067227,0,0,0,0,0,0,0,0,0,0,FCC + BCC,535,5.508329724,1.168974848,-11.63194693,0.13911358,7.201680678,14.89603247,1389.630926,1.779580625,0.313661128,1.356218489
0,0,0,0,0.2,0,0,0,0,0.16,0.16,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,BCC,539,5.810482407,1.168596092,-13.0304,0.138596392,7,14.86586633,1354.624,1.545436772,0.346070426,1.4356
0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,FCC,100,0.164559904,1.004323664,-4.888888879,0.111455023,8.333333325,9.134370805,1618.999998,3.024929935,0.153973753,1.036666666
0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,FCC,,3.734682621,1.09064496,-5.777777766,0.163095064,8.666666658,9.134370805,1398.666665,2.211220381,0.023645305,1.079999999
0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,FCC,,3.928542708,1.095426066,-4.444444436,0.154344492,8.333333325,9.134370805,1412.999999,2.904044841,0.028155055,1.086666666
0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,FCC,,0.302115885,1.008681822,-3.75,0.096695398,8.25,11.52629264,1598.75,4.914042763,0.14057444,1.04
0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,FCC,,3.446992938,1.090897164,-5.5,0.150499169,8,11.52629264,1525.75,3.197498364,0.15103925,1.04
0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,FCC,,3.551249522,1.09564998,-4,0.142894192,8.5,11.52629264,1433.5,4.130735126,0.027335794,1.0725
0,0,0,0,0.111111111,0,0,0,0,0.222222222,0.222222222,0.333333333,0,0.111111111,0,0,0,0,0,0,0,0,0,0,BCC,396,5.163252281,1.169255859,-7.259259245,0.128764308,6.999999993,12.66255297,1448.368887,2.526435156,0.276964381,1.25111111
0,0,0,0,0.069767442,0,0,0,0,0.23255814,0.23255814,0.348837209,0,0.11627907,0,0,0,0,0,0,0,0,0,0,FCC + BCC,297,4.702748664,1.169639466,-5.505678762,0.129693653,7.186046518,12.32012392,1485.022327,3.323052413,0.235709919,1.169302327
0,0,0,0,0.222222222,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0,0,0,0,0,0,0.111111111,0,0,0,0,B2 + Im,857,6.05086335,1.168557415,-10.27160492,0.168288406,6.444444438,13.14594488,1535.959998,1.965773181,0.40276741,1.489999999
0,0,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,BCC + B2,472,6.26002632,1.169071051,-13.25,0.122142335,6.75,11.52629264,1390.08,1.209242934,0.39789961,1.535
0,0,0,0,0.238095238,0,0,0,0,0.238095238,0,0.238095238,0,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,BCC + B2,549,6.204006605,1.168877658,-12.65306122,0.147442291,6.714285714,12.56917623,1448.790477,1.439185546,0.404313411,1.528095238
0,0,0,0,0.222222222,0,0,0,0,0.222222222,0,0.222222222,0,0.222222222,0,0,0,0,0,0.111111111,0,0,0,0,BCC + B2,622,6.112177399,1.168620624,-11.85185183,0.172225806,6.66666666,13.14594488,1527.07111,1.693810631,0.40691484,1.518888887
0,0,0,0,0.208333333,0,0,0,0,0.208333333,0,0.208333333,0,0.208333333,0,0,0,0,0,0.166666667,0,0,0,0,B2 + Im,854,6.01540001,1.168396488,-11.1458333,0.188402919,6.624999993,13.35141819,1595.566666,1.911304182,0.404812172,1.510833332
0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,B2 + Im,905,5.949769778,1.168262349,-10.72,0.196224361,6.6,13.38161136,1636.664,2.043022535,0.401941707,1.506
0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,FCC,134,1.110589162,1.032206789,6.25,0.094439134,8.5,11.52629264,1506.15,2.777652106,0.254552105,1
0,0,0,0,0.069767442,0,0,0,0,0.23255814,0,0.23255814,0.23255814,0,0.23255814,0,0,0,0,0,0,0,0,0,FCC,180,3.718129995,1.170510937,2.747431055,0.105313152,8.116279086,12.82599917,1447.138608,6.755765009,0.312321146,1.14023256
0,0,0,0,0.111111111,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0,0,FCC,207,4.490794825,1.170083847,0.888888887,0.110364156,7.888888881,13.14594488,1412.168887,20.88483119,0.342898426,1.223333332
0,0,0,0,0.166666667,0,0,0,0,0.208333333,0,0.208333333,0.208333333,0,0.208333333,0,0,0,0,0,0,0,0,0,FCC + BCC,271,5.237976425,1.169513966,-1.354166683,0.115811599,7.583333323,13.35141819,1365.178332,13.45998764,0.381039669,1.335
0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,FCC + BCC,407,5.579539691,1.169174229,-2.56,0.118422971,7.4,13.38161136,1336.984,6.988671985,0.402623539,1.402
0,0,0,0,0.245283019,0,0,0,0,0.188679245,0,0.188679245,0.188679245,0,0.188679245,0,0,0,0,0,0,0,0,0,FCC + BCC,476,5.947927514,1.168715306,-4.029903884,0.121250456,7.150943387,13.33102125,1298.682263,4.296072894,0.430630857,1.493018867
0,0,0,0,0.272727273,0,0,0,0,0.181818182,0,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0,0,0,0,0,FCC + BCC,510,6.126194305,1.16843862,-4.826446291,0.122582406,7.000000007,13.25463943,1275.469092,3.502759982,0.446937063,1.54818182
0,0,0,0,0.310344828,0,0,0,0,0.172413793,0,0.172413793,0.172413793,0,0.172413793,0,0,0,0,0,0,0,0,0,FCC + BCC,557,6.322887526,1.168061133,-5.802615943,0.123960601,6.793103446,13.09894835,1243.651034,2.807444231,0.46852104,1.623793104
0,0,0,0,0.333333333,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0,FCC + BCC,567,6.418437313,1.167831444,-6.333333331,0.124554763,6.666666677,12.97646836,1224.206668,2.508296701,0.481285589,1.67
0,0,0,0,0.365079365,0,0,0,0,0.158730159,0,0.158730159,0.158730159,0,0.158730159,0,0,0,0,0,0,0,0,0,FCC + BCC,603,6.522120852,1.16751549,-6.98412699,0.125071912,6.492063501,12.77493652,1197.354922,2.19012815,0.498382139,1.733809525
0,0,0,0,0.384615385,0,0,0,0,0.153846154,0,0.153846154,0.153846154,0,0.153846154,0,0,0,0,0,0,0,0,0,FCC + BCC,624,6.570526308,1.167321764,-7.337278121,0.125216972,6.384615391,12.63285037,1180.83077,2.03307796,0.508591232,1.773076925
0,0,0,0,0.411764706,0,0,0,0,0.147058824,0,0.147058824,0.147058824,0,0.147058824,0,0,0,0,0,0,0,0,0,BCC,657,6.619270709,1.167053433,-7.768166111,0.125200531,6.235294134,12.41317406,1157.867062,1.850218593,0.522369014,1.827647061
0,0,0,0,0.428571429,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,BCC,644,6.639010226,1.166887841,-8.000000016,0.125063249,6.142857149,12.26446685,1143.65143,1.753284378,0.53064852,1.861428573
0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,FCC,172,0.835312488,1.032255293,0.49382716,0.094568546,8.555555547,13.14594488,1541.622221,41.03881357,0.19661029,1.035555555
0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,FCC,132,1.033203661,1.032225515,3.2,0.092217135,8.8,13.38161136,1495.92,6.25556877,0.22971508,1.032
0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,FCC,286,1.033203661,1.032225515,3.2,0.092217135,8.8,13.38161136,1495.92,6.25556877,0.22971508,1.032
0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,FCC,286,1.033203661,1.032225515,3.2,0.092217135,8.8,13.38161136,1495.92,6.25556877,0.22971508,1.032
0,0,0,0,0,0,0,0.090909091,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,FCC,,4.822178391,1.198073087,-3.702479346,0.122359719,8.363636372,14.69798669,1511.563638,6.000558044,0.262828673,1.041818183
0,0,0,0,0,0,0,0.090909091,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,FCC,,4.822178391,1.198073087,-3.702479346,0.122359719,8.363636372,14.69798669,1511.563638,6.000558044,0.262828673,1.041818183
0,0,0,0,0,0,0,0.137931034,0,0.172413793,0,0.172413793,0.172413793,0.172413793,0.172413793,0,0,0,0,0,0,0,0,0,FCC + Im,,5.70002416,1.197405379,-6.753864412,0.133225779,8.137931028,14.87154997,1519.655171,3.346177303,0.27773274,1.046896551
0,0,0,0,0,0,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,FCC,,6.117341783,1.196999978,-8.444444478,0.138764389,8.000000016,14.89751714,1524.600003,2.689668306,0.286176499,1.050000002
0,0,0,0,0.047619048,0,0,0.095238095,0,0.19047619,0,0.19047619,0.19047619,0.19047619,0.095238095,0,0,0,0,0,0,0,0,0,FCC,,5.587484948,1.19759371,-9.088435358,0.128281861,7.857142839,15.43388858,1511.691425,2.567139018,0.284207796,1.139523808
0,0,0,0,0.045454545,0,0,0.090909091,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.136363636,0,0,0,0,0,0,0,0,0,FCC,,5.45924974,1.19759694,-7.280991733,0.127374148,8.000000001,15.54808023,1492.278182,3.186662168,0.2912876,1.133181817
0,0,0,0,0.056603774,0,0,0,0,0.188679245,0,0.188679245,0.188679245,0.188679245,0.188679245,0,0,0,0,0,0,0,0,0,FCC,180,3.422685656,1.17074422,0.156639349,0.103682636,8.471698102,14.43271169,1448.621885,133.4756695,0.280732602,1.143962264
0,0,0,0,0.090909091,0,0,0,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,FCC,210,4.169207859,1.170384991,-1.52066116,0.109325505,8.272727281,14.69798669,1419.956365,13.72462209,0.30824417,1.211818183
0,0,0,0,0.090909091,0,0,0,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,Unknown,300,4.169207859,1.170384991,-1.52066116,0.109325505,8.272727281,14.69798669,1419.956365,13.72462209,0.30824417,1.211818183
0,0,0,0,0.090909091,0,0,0,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,FCC,225,4.169207859,1.170384991,-1.52066116,0.109325505,8.272727281,14.69798669,1419.956365,13.72462209,0.30824417,1.211818183
0,0,0,0,0.090909091,0,0,0,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,FCC,215,4.169207859,1.170384991,-1.52066116,0.109325505,8.272727281,14.69798669,1419.956365,13.72462209,0.30824417,1.211818183
0,0,0,0,0.137931034,0,0,0,0,0.172413793,0,0.172413793,0.172413793,0.172413793,0.172413793,0,0,0,0,0,0,0,0,0,FCC + BCC,270,4.921667635,1.169895532,-3.61474433,0.115776857,7.999999994,14.87154997,1380.664826,5.680242938,0.343100355,1.304827584
0,0,0,0,0.137931034,0,0,0,0,0.172413793,0,0.172413793,0.172413793,0.172413793,0.172413793,0,0,0,0,0,0,0,0,0,FCC,270,4.921667635,1.169895532,-3.61474433,0.115776857,7.999999994,14.87154997,1380.664826,5.680242938,0.343100355,1.304827584
0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,FCC + BCC,406,5.281130594,1.169598074,-4.777777797,0.119082138,7.833333349,14.89751714,1356.653336,4.230160377,0.363121173,1.361666669
0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,FCC + BCC,472,5.281130594,1.169598074,-4.777777797,0.119082138,7.833333349,14.89751714,1356.653336,4.230160377,0.363121173,1.361666669
0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,FCC + BCC,,5.281130594,1.169598074,-4.777777797,0.119082138,7.833333349,14.89751714,1356.653336,4.230160377,0.363121173,1.361666669
0,0,0,0,0.142857143,0,0,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,FCC + BCC + Im,,5.182612846,1.169046506,-5.632653072,0.140378497,7.714285722,16.1791972,1340.845716,3.851436786,0.333518653,1.317142858
0,0,0,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,FCC + BCC,,6.777886205,1.195624747,-13.79591839,0.142571142,7.285714293,16.1791972,1401.13143,1.643180328,0.3797335,1.330000001
0,0,0,0,0.142857143,0,0,0,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,FCC + BCC,,4.954076533,1.169325173,-7.755102056,0.124997959,7.428571436,16.1791972,1435.702859,2.995256478,0.368158115,1.295714287
0,0,0,0,0.206349206,0,0,0,0,0.158730159,0,0.158730159,0.158730159,0.158730159,0.158730159,0,0,0,0,0,0,0,0,0,FCC + BCC,470,5.686391204,1.169189345,-6.238347184,0.122938532,7.603174614,14.85304729,1323.494605,3.151143623,0.389465779,1.440158731
0,0,0,0,0.230769231,0,0,0,0,0.153846154,0,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,FCC + BCC,506,5.892503516,1.168938991,-7.053254452,0.124933118,7.461538469,14.78505435,1303.089232,2.731539781,0.405018785,1.48846154
0,0,0,0,0.264705882,0,0,0,0,0.147058824,0,0.147058824,0.147058824,0.147058824,0.147058824,0,0,0,0,0,0,0,0,0,FCC + BCC,650,6.132583358,1.168592544,-8.079584782,0.12725645,7.264705902,14.64452929,1274.731768,2.310495801,0.4258855,1.555588237
0,0,0,0,0.285714286,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,FCC + BCC,560,6.257046138,1.16837893,-8.653061242,0.128444382,7.14285715,14.53258396,1257.177144,2.11139525,0.438395334,1.597142859
0,0,0,0,0.315068493,0,0,0,0,0.136986301,0,0.136986301,0.136986301,0.136986301,0.136986301,0,0,0,0,0,0,0,0,0,FCC + BCC,600,6.402995028,1.16808154,-9.375117256,0.129795514,6.972602723,14.34619721,1232.648764,1.886250782,0.455377601,1.655205477
0,0,0,0,0.333333333,0,0,0,0,0.133333333,0,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0,0,0,FCC + BCC,620,6.478484405,1.167897132,-9.777777746,0.130459019,6.866666651,14.21334748,1217.386664,1.769639291,0.465658426,1.691333331
0,0,0,0,0.358974359,0,0,0,0,0.128205128,0,0.128205128,0.128205128,0.128205128,0.128205128,0,0,0,0,0,0,0,0,0,BCC,650,6.565887797,1.167639069,-10.28270873,0.131165814,6.717948709,14.00585165,1195.961024,1.628992236,0.479723925,1.742051281
